Article ID;GOLD: V: Zuweisende Partei;GOLD: V: Verantwortungssubjekt;GOLD: V: Modi Verantwortungszuweisung;GOLD: V: Zeitliche Dimension;GOLD: V: ZP_Politik;GOLD: V: ZP_Wirtschaft;GOLD: V: ZP_Wissenschaft/Bildung;GOLD: V: ZP_Gesellschaft/Öffentlichkeit;GOLD: V: ZP_Individuum/en;GOLD: V: ZP_Medien/Presse;GOLD: V: ZP_Kultur;GOLD: V: VS_Politik;GOLD: V: VS_Wirtschaft;GOLD: V: VS_Rechtsorgane;GOLD: V: VS_Wissenschaft/Bildung;GOLD: V: VS_Gesellschaft/Öffentlichkeit;GOLD: V: VS_Individuum/en;GOLD: V: VS_Medien/Presse;GOLD: V: MVZ_Fremdzuschreibung;GOLD: V: MVZ_Selbstzuschreibung;GOLD: V: MVZ_Leugnung/Ablehnung_Fremdzuschreibung;GOLD: V: MVZ_Leugnung/Ablehnung_Selbstzuschreibung;GOLD: V: ZD_Prospektive Verantwortung;GOLD: V: ZD_Retrospektive Verantwortung;PRED: V: Zuweisende Partei;PRED: V: Verantwortungssubjekt;PRED: V: Modi Verantwortungszuweisung;PRED: V: Zeitliche Dimension;PRED: V: ZP_Politik;PRED: V: ZP_Wirtschaft;PRED: V: ZP_Wissenschaft/Bildung;PRED: V: ZP_Gesellschaft/Öffentlichkeit;PRED: V: ZP_Individuum/en;PRED: V: ZP_Medien/Presse;PRED: V: ZP_Kultur;PRED: V: VS_Politik;PRED: V: VS_Wirtschaft;PRED: V: VS_Rechtsorgane;PRED: V: VS_Wissenschaft/Bildung;PRED: V: VS_Gesellschaft/Öffentlichkeit;PRED: V: VS_Individuum/en;PRED: V: VS_Medien/Presse;PRED: V: MVZ_Fremdzuschreibung;PRED: V: MVZ_Selbstzuschreibung;PRED: V: MVZ_Leugnung/Ablehnung_Fremdzuschreibung;PRED: V: MVZ_Leugnung/Ablehnung_Selbstzuschreibung;PRED: V: ZD_Prospektive Verantwortung;PRED: V: ZD_Retrospektive Verantwortung;AVG DIFF: V: Zuweisende Partei;AVG DIFF: V: Verantwortungssubjekt;AVG DIFF: V: Modi Verantwortungszuweisung;AVG DIFF: V: Zeitliche Dimension;AVG DIFF: V: ZP_Politik;AVG DIFF: V: ZP_Wirtschaft;AVG DIFF: V: ZP_Wissenschaft/Bildung;AVG DIFF: V: ZP_Gesellschaft/Öffentlichkeit;AVG DIFF: V: ZP_Individuum/en;AVG DIFF: V: ZP_Medien/Presse;AVG DIFF: V: ZP_Kultur;AVG DIFF: V: VS_Politik;AVG DIFF: V: VS_Wirtschaft;AVG DIFF: V: VS_Rechtsorgane;AVG DIFF: V: VS_Wissenschaft/Bildung;AVG DIFF: V: VS_Gesellschaft/Öffentlichkeit;AVG DIFF: V: VS_Individuum/en;AVG DIFF: V: VS_Medien/Presse;AVG DIFF: V: MVZ_Fremdzuschreibung;AVG DIFF: V: MVZ_Selbstzuschreibung;AVG DIFF: V: MVZ_Leugnung/Ablehnung_Fremdzuschreibung;AVG DIFF: V: MVZ_Leugnung/Ablehnung_Selbstzuschreibung;AVG DIFF: V: ZD_Prospektive Verantwortung;AVG DIFF: V: ZD_Retrospektive Verantwortung;Average difference per article
OOEN_20180707014504095450024;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1.0;1.0;1.0;1.0;0.0;0.0001;0.0;0.0;0.0;0.0;0.0;0.0;0.9999;0.0;0.0;0.0;0.0;0.0;0.9998;0.0001;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001;0.0;0.0;0.0;1.0;0.0;0.0;0.9999;0.0;0.0;1.0;0.0;0.0;0.9998;0.9999;0.0;0.0;0.0;0.0;0.2083
STANDARD_20141112040502235530058;1;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0.9997;0.999;0.9995;0.9986;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9839;0.0;0.0;0.0;0.0;0.0;0.9861;0.0;0.0;0.0;0.9801;0.0;0.0003;0.001;0.0005;0.0014;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0161;0.0;0.0;0.0;0.0;0.0;0.0139;0.0;0.0;0.0;0.0199;0.0;0.0439
HOR_201802026B29B8014D;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;1;1;1.0;1.0;1.0;1.0;0.0;0.0001;0.0;0.0;0.0;0.0;0.0;0.0001;1.0;0.0;0.0;0.0;0.0;0.0;0.9993;0.0001;0.0;0.0;0.9998;0.0;0.0;0.0;0.0;0.0;0.0;0.0001;0.0;0.0;0.0;1.0;0.0;0.0001;0.0;0.0;0.0;1.0;0.0;0.0;0.0007;0.9999;0.0;0.0;0.0002;1.0;0.1667
KURIER_201803130401050042;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0.2372;0.1152;0.1919;0.095;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0322;0.0;0.0;0.0;0.0;0.0;0.0368;0.0;0.0;0.0;0.0168;0.0;0.7628;0.8848;0.8081;0.905;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0322;0.0;0.0;0.0;0.0;0.0;0.0368;1.0;0.0;0.0;0.9832;0.0;0.3089
KURIER_201807101920500128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0125;0.0042;0.0075;0.0033;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0039;0.0;0.0;0.0;0.0;0.0;0.0037;0.0;0.0;0.0;0.0012;0.0;0.0125;0.0042;0.0075;0.0033;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0039;0.0;0.0;0.0;0.0;0.0;0.0037;0.0;0.0;0.0;0.0012;0.0;0.0015
KURIER_201806021920310102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4112;0.1859;0.3303;0.1618;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0943;0.0;0.0;0.0;0.0;0.0;0.111;0.0;0.0;0.0;0.0248;0.0;0.4112;0.1859;0.3303;0.1618;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0943;0.0;0.0;0.0;0.0;0.0;0.111;0.0;0.0;0.0;0.0248;0.0;0.055
WZ_20161116031310289520007;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1.0;0.9999;0.9999;0.9998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.999;0.0;0.0;0.0;0.0;0.0;0.9974;0.0;0.0;0.0;0.9986;0.0;0.0;0.0001;0.0001;0.0002;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.001;0.0;0.0;0.0;0.0;0.0;0.9974;0.0;1.0;0.0;0.0014;0.0;0.125
HOR_201505221355140028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8673;0.745;0.8637;0.6755;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3547;0.0;0.0;0.0;0.0;0.0;0.1538;0.0;0.0;0.0;0.0724;0.0;0.8673;0.745;0.8637;0.6755;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3547;0.0;0.0;0.0;0.0;0.0;0.1538;0.0;0.0;0.0;0.0724;0.0;0.1555
STANDARD_200708291921100100;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0.9975;0.9945;0.9975;0.9933;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9235;0.0;0.0;0.0;0.0;0.0;0.9402;0.0;0.0;0.0;0.9157;0.0;0.0025;0.0055;0.9975;0.0067;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0765;0.0;0.0;0.0;0.0;0.0;0.9402;0.0;0.0;1.0;0.0843;0.0;0.1714
PRESSE_201405041915370159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9722;0.9454;0.9726;0.9376;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.663;0.0;0.0;0.0;0.0;0.0;0.7145;0.0;0.0;0.0;0.5301;0.0;0.9722;0.9454;0.9726;0.9376;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.663;0.0;0.0;0.0;0.0;0.0;0.7145;0.0;0.0;0.0;0.5301;0.0;0.239
FALTER_201607068366BB6A49;1;1;1;1;0;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;1.0;1.0;1.0;1.0;0.0;0.0001;0.0;0.0;0.0;0.0;0.0;0.0001;0.9998;0.0;0.0;0.0;0.0;0.0;0.9997;0.0001;0.0;0.0;0.9999;0.0;0.0;0.0;0.0;0.0;0.0;0.9999;1.0;1.0;0.0;0.0;0.0;0.0001;0.0002;0.0;0.0;0.0;0.0;1.0;0.0003;0.0001;0.0;1.0;0.0001;1.0;0.25
MWVOLL_20180527_9850944;1;1;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;1;0;0;1;1;0.7856;0.6108;0.7575;0.4952;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0912;0.0;0.0;0.0;0.0;0.0;0.0507;0.0;0.0;0.0;0.3351;0.0;0.2144;0.3892;0.2425;0.5048;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.9088;1.0;0.0;0.0;0.0;0.0;0.9493;1.0;0.0;0.0;0.6649;1.0;0.3697
WZ_20170223031110261430020;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;1;1;1;0.9353;0.8611;0.9235;0.819;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5302;0.0;0.0;0.0;0.0;0.0;0.4837;0.0;0.0;0.0;0.4763;0.0;0.0647;0.1389;0.0765;0.181;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.4698;0.0;0.0;0.0;0.0;0.0;0.5163;0.0;1.0;1.0;0.5237;1.0;0.2905
HOR_20180420D5FA94E99C;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;1;1;1.0;0.9999;1.0;0.9998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9987;0.0;0.0;0.0;0.0;0.0;0.9981;0.0;0.0;0.0;0.9991;0.0;0.0;0.0001;0.0;0.0002;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0013;0.0;0.0;0.0;0.0;0.0;0.0019;0.0;1.0;0.0;0.0009;1.0;0.1669
FALTER_201607066AE4DE74BC;1;1;1;1;0;0;1;0;0;1;0;1;1;0;1;1;0;1;1;1;0;0;1;1;0.9561;0.904;0.942;0.8511;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4449;0.0;0.0;0.0;0.0;0.0;0.2956;0.0;0.0;0.0;0.2047;0.0;0.0439;0.096;0.058;0.1489;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.5551;0.0;1.0;1.0;0.0;1.0;0.7044;1.0;0.0;0.0;0.7953;1.0;0.4334
MWVOLL_20181112_10516521;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0.6907;0.4981;0.693;0.4442;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0572;0.0;0.0;0.0;0.0;0.0;0.0251;0.0;0.0;0.0;0.037;0.0;0.3093;0.5019;0.307;0.5558;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0572;0.0;0.0;0.0;0.0;0.0;0.0251;1.0;0.0;0.0;0.963;0.0;0.2383
SN_20160921013100182820086;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0.947;0.8691;0.9353;0.8345;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3511;0.0;0.0;0.0;0.0;0.0;0.3561;0.0;0.0;0.0;0.3992;0.0;0.053;0.1309;0.0647;0.1655;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.6489;0.0;0.0;0.0;0.0;0.0;0.6439;0.0;0.0;0.0;0.6008;0.0;0.1378
PRESSE_201509191915460085;1;1;1;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;1;0;1;0;1;0;0.977;0.9462;0.9774;0.9459;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7006;0.0;0.0;0.0;0.0;0.0;0.6239;0.0;0.0;0.0;0.6136;0.0;0.023;0.0538;0.0226;0.0541;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.2994;0.0;1.0;1.0;0.0;0.0;0.3761;0.0;1.0;0.0;0.3864;0.0;0.2173
SN_20180505013249159810031;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0.9999;0.9998;0.9999;0.9996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9916;0.0;0.0;0.0;0.0;0.0;0.9851;0.0;0.0;0.0;0.9938;0.0;0.0001;0.0002;0.0001;0.0004;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0084;0.0;0.0;0.0;0.0;0.0;0.0149;0.0;0.0;0.0;0.0062;1.0;0.0846
STANDARD_20171009194501248060058;1;1;1;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;1;0;0.9866;0.9685;0.9837;0.9592;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8138;0.0;0.0;0.0;0.0;0.0;0.847;0.0;0.0;0.0;0.6928;0.0;0.0134;0.0315;0.0163;0.0408;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.1862;0.0;1.0;0.0;0.0;0.0;0.153;0.0;0.0;0.0;0.3072;0.0;0.1562
FORMATDB_2018071356A3AACC31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6975;0.4425;0.5537;0.3108;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0717;0.0;0.0;0.0;0.0;0.0;0.0462;0.0;0.0;0.0;0.139;0.0;0.6975;0.4425;0.5537;0.3108;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0717;0.0;0.0;0.0;0.0;0.0;0.0462;0.0;0.0;0.0;0.139;0.0;0.0942
SN_20121114232153184730065;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0.9985;0.9956;0.9974;0.9931;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9389;0.0;0.0;0.0;0.0;0.0;0.9543;0.0;0.0;0.0;0.9091;0.0;0.0015;0.0044;0.0026;0.0069;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0611;0.0;0.0;0.0;0.0;0.0;0.0457;0.0;0.0;0.0;0.0909;0.0;0.0922
WZ_20180901_5080836;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0.9504;0.8695;0.9302;0.8308;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5045;0.0;0.0;0.0;0.0;0.0;0.4148;0.0;0.0;0.0;0.7285;0.0;0.0496;0.1305;0.0698;0.1692;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.4955;0.0;0.0;0.0;0.0;0.0;0.5852;0.0;0.0;1.0;0.2715;0.0;0.1988
KURIER_201610132035450044;1;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0.9997;0.9992;0.9996;0.9988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9848;0.0;0.0;0.0;0.0;0.0;0.9881;0.0;0.0;0.0;0.9837;0.0;0.0003;0.0008;0.0004;0.0012;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0152;0.0;0.0;0.0;0.0;0.0;0.0119;0.0;0.0;0.0;0.0163;0.0;0.0853
STANDARD_20180306194502455760039;1;1;1;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0.9821;0.9459;0.9762;0.9348;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8027;0.0;0.0;0.0;0.0;0.0;0.665;0.0;0.0;0.0;0.2968;0.0;0.0179;0.0541;0.0238;0.0652;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.1973;0.0;0.0;0.0;0.0;0.0;0.335;0.0;0.0;0.0;0.7032;0.0;0.1832
KURIER_201805031920330140;1;1;1;1;0;1;1;0;0;0;0;1;1;0;0;1;1;1;1;1;0;0;1;1;1.0;1.0;1.0;1.0;0.0;0.0001;0.0;0.0;0.0;0.0;0.0;0.0001;0.9998;0.0;0.0;0.0;0.0;0.0;0.9997;0.0001;0.0;0.0;0.9999;0.0;0.0;0.0;0.0;0.0;0.0;0.9999;1.0;0.0;0.0;0.0;0.0;0.9999;0.0002;0.0;0.0;1.0;1.0;1.0;0.0003;0.9999;0.0;0.0;0.0001;1.0;0.3333
MWVOLL_20161203_7668395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0753;0.0348;0.0673;0.0256;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0035;0.0;0.0;0.0;0.0;0.0;0.0014;0.0;0.0;0.0;0.0083;0.0;0.0753;0.0348;0.0673;0.0256;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0035;0.0;0.0;0.0;0.0;0.0;0.0014;0.0;0.0;0.0;0.0083;0.0;0.009
TT_20181208BE359ADF61;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0.0127;0.0032;0.0044;0.0018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001;0.0;0.0;0.0;0.0;0.0;0.0005;0.0;0.0;0.0;0.0005;0.0;0.9873;0.9968;0.9956;0.9982;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.999;0.0;0.0;0.0;0.0;0.0;0.9995;0.0;0.0;0.0;0.9995;0.0;0.3323
KURIER_201709260401220003;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;1;1;1;1.0;1.0;1.0;1.0;0.0;0.0001;0.0;0.0;0.0;0.0;0.0;0.0001;0.9998;0.0;0.0;0.0;0.0;0.0;0.9997;0.0002;0.0;0.0;0.9999;0.0;0.0;0.0;0.0;0.0;0.0;0.9999;0.0;0.0;0.0;1.0;0.0;0.0001;0.0002;0.0;0.0;0.0;0.0;0.0;0.0003;0.9998;0.0;1.0;0.0001;1.0;0.2084
KURIER_201611201920430069;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1;1.0;1.0;1.0;1.0;0.0;0.0001;0.0;0.0;0.0;0.0;0.0;0.0001;0.9999;0.0;0.0;0.0;0.0;0.0;0.9997;0.0002;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001;0.0;1.0;0.0;1.0;0.0;0.0001;0.0001;0.0;0.0;0.0;0.0;0.0;0.0003;0.0002;0.0;0.0;0.0;1.0;0.125
SN_20150625013134095230069;1;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;0;1;1;0;0;1;0;1.0;0.9999;1.0;0.9998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9969;0.0;0.0;0.0;0.0;0.0;0.9984;0.0;0.0;0.0;0.9986;0.0;0.0;0.0001;0.0;0.0002;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0031;0.0;0.0;0.0;1.0;0.0;0.0016;1.0;0.0;0.0;0.0014;0.0;0.2086
KURIER_201701250401240118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9994;0.9983;0.9992;0.9977;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9743;0.0;0.0;0.0;0.0;0.0;0.9787;0.0;0.0;0.0;0.9651;0.0;0.9994;0.9983;0.9992;0.9977;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9743;0.0;0.0;0.0;0.0;0.0;0.9787;0.0;0.0;0.0;0.9651;0.0;0.288
KURIER_201611211920390062;1;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0.9999;0.9999;0.9999;0.9998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9964;0.0;0.0;0.0;0.0;0.0;0.9978;0.0001;0.0;0.0;0.9979;0.0;0.0001;0.0001;0.0001;0.0002;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0036;0.0;0.0;0.0;0.0;0.0;0.0022;0.0001;0.0;0.0;0.0021;0.0;0.042
NEWS_201803302D93C6840A;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;1;1;0;1;1;1;0;1;1;1.0;1.0;1.0;0.9999;0.0;0.0001;0.0;0.0;0.0;0.0;0.0;0.0;0.9998;0.0;0.0;0.0;0.0;0.0;0.9977;0.0001;0.0;0.0;0.9999;0.0;0.0;0.0;0.0;0.0001;0.0;0.9999;0.0;0.0;0.0;1.0;0.0;0.0;0.0002;0.0;0.0;1.0;1.0;0.0;0.0023;0.9999;1.0;0.0;0.0001;1.0;0.2918
PRESSE_201206011916560077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9999;0.9997;0.9999;0.9995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9871;0.0;0.0;0.0;0.0;0.0;0.9776;0.0;0.0;0.0;0.9905;0.0;0.9999;0.9997;0.9999;0.9995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9871;0.0;0.0;0.0;0.0;0.0;0.9776;0.0;0.0;0.0;0.9905;0.0;0.2898
MWVOLL_20151010_5965051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9987;0.9968;0.9985;0.9952;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9103;0.0;0.0;0.0;0.0;0.0;0.7612;0.0;0.0;0.0;0.9625;0.0;0.9987;0.9968;0.9985;0.9952;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9103;0.0;0.0;0.0;0.0;0.0;0.7612;0.0;0.0;0.0;0.9625;0.0;0.276
HOR_2017092225EA50DB01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0396;0.015;0.0254;0.0098;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0034;0.0;0.0;0.0;0.0;0.0;0.0021;0.0;0.0;0.0;0.003;0.0;0.0396;0.015;0.0254;0.0098;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0034;0.0;0.0;0.0;0.0;0.0;0.0021;0.0;0.0;0.0;0.003;0.0;0.0041
TT_201804180CD23811B4;1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;1.0;0.9999;1.0;0.9999;0.0;0.0003;0.0;0.0;0.0;0.0;0.0;0.0002;0.9995;0.0;0.0;0.0;0.0;0.0;0.9989;0.0006;0.0;0.0;0.9998;0.0;0.0;0.0001;0.0;0.0001;0.0;0.9997;0.0;0.0;0.0;0.0;0.0;0.0002;0.0005;0.0;0.0;0.0;0.0;0.0;0.0011;0.9994;0.0;0.0;0.0002;1.0;0.1251
KURIER_201612211920400031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9942;0.9863;0.9929;0.9773;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7763;0.0;0.0;0.0;0.0;0.0;0.6027;0.0;0.0;0.0;0.7353;0.0;0.9942;0.9863;0.9929;0.9773;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7763;0.0;0.0;0.0;0.0;0.0;0.6027;0.0;0.0;0.0;0.7353;0.0;0.2527
KURIER_201611161920420006;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0.9999;0.9999;0.9999;0.9998;0.0;0.0001;0.0;0.0;0.0;0.0;0.0;0.0001;0.9995;0.0;0.0;0.0;0.0;0.0;0.9962;0.0001;0.0;0.0;0.9994;0.0;0.0001;0.0001;0.0001;0.0002;0.0;0.0001;0.0;0.0;0.0;1.0;0.0;0.0001;0.0005;0.0;0.0;0.0;0.0;0.0;0.0038;0.0001;0.0;0.0;0.0006;0.0;0.0419
KLEINE_20170619041003151010191;1;1;1;1;0;0;1;1;0;0;0;1;1;0;1;0;0;1;1;0;0;0;1;1;0.0002;0.0;0.0001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002;0.0;0.0;0.0;0.0;0.0;0.0001;0.0;0.0;0.0;0.0;0.0;0.9998;1.0;0.9999;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.9998;0.0;1.0;0.0;0.0;1.0;0.9999;0.0;0.0;0.0;1.0;1.0;0.5416
PRESSE_201811091915090081;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0.9953;0.9882;0.9948;0.9835;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9047;0.0;0.0;0.0;0.0;0.0;0.6317;0.0;0.0;0.0;0.8288;0.0;0.0047;0.0118;0.0052;0.0165;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0953;0.0;0.0;0.0;0.0;0.0;0.3683;0.0;0.0;0.0;0.1712;0.0;0.0697
NVT_20130825348874E2F3;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0.8888;0.7687;0.8669;0.7264;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.349;0.0;0.0;0.0;0.0;0.0;0.4223;0.0;0.0;0.0;0.3223;0.0;0.1112;0.2313;0.1331;0.2736;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.349;0.0;0.0;1.0;0.0;0.0;0.4223;1.0;0.0;0.0;0.6777;0.0;0.2166
WZ_20140327031316211250086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9781;0.9499;0.9786;0.9428;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8297;0.0;0.0;0.0;0.0;0.0;0.7323;0.0;0.0;0.0;0.3835;0.0;0.9781;0.9499;0.9786;0.9428;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8297;0.0;0.0;0.0;0.0;0.0;0.7323;0.0;0.0;0.0;0.3835;0.0;0.2415
EMEDIA_20170825E2EFCA16F6;1;1;1;1;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;1;0.9995;0.9988;0.9994;0.9983;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.98;0.0;0.0;0.0;0.0;0.0;0.9832;0.0;0.0;0.0;0.9717;0.0;0.0005;0.0012;0.0006;0.0017;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.02;0.0;1.0;0.0;0.0;0.0;0.0168;0.0;0.0;0.0;0.0283;1.0;0.1695
